store_id,store_name,region,date,transactions,revenue,avg_basket_value,discount_pct,footfall,stockout_flag,transactions_error,discount_error,transactions_clean,discount_pct_clean
ST-17,SUMMIT CORNER,WEST,2026-04-06,58,7324.3,138.44,15.12431458,487,False,False,False,58.0,15.12431458
ST-03,MAPLE JUNCTION,NORTH,2026-04-10,42,8462.76,187.73,16.68211534,650,False,False,False,42.0,16.68211534
ST-16,REDWOOD STATION,WEST,2026-04-09,49,8451.73,184.8,30.93909012,565,True,False,False,49.0,30.93909012
ST-16,REDWOOD STATION,WEST,2026-05-23,64,3598.93,50.63,13.92978581,680,False,False,False,64.0,13.92978581
ST-15,PINECREST MALL,WEST,2026-12-03,42,4877.03,109.06,6.79439458,742,False,False,False,42.0,6.79439458
ST-02,HARBOR POINT,NORTH,2026-05-25,68,3824.65,56.62,26.94054859,805,True,False,False,68.0,26.94054859
ST-17,SUMMIT CORNER,WEST,2026-05-29,44,5894.77,134.34,2.922390853,321,False,False,False,44.0,2.922390853
ST-06,CEDAR CROSSING,NORTH,2026-05-17,56,9339.5,177.75,5.491753475,554,False,False,False,56.0,5.491753475
ST-06,CEDAR CROSSING,NORTH,2026-05-25,82,4293.28,47.62,23.94042539,809,True,False,False,82.0,23.94042539
ST-04,SILVERLINE MALL,NORTH,2026-05-01,88,4048.84,49.33,10.02036144,590,False,False,False,88.0,10.02036144
ST-01,RIVERSIDE PLAZA,NORTH,2026-05-18,86,8747.99,103.0,30.2215817,697,False,False,False,86.0,30.2215817
ST-06,CEDAR CROSSING,NORTH,2026-04-14,53,2521.92,45.68,14.82486481,416,False,False,False,53.0,14.82486481
ST-18,ASHBROOK PLAZA,WEST,2026-04-28,79,,48.44,23.22988596,658,False,False,False,79.0,23.22988596
ST-14,GOLDEN VALLEY,WEST,2026-03-28,41,9336.27,240.65,9.604860511,625,False,False,False,41.0,9.604860511
ST-03,MAPLE JUNCTION,NORTH,2026-04-02,61,13195.16,216.57,17.29301183,746,True,False,False,61.0,17.29301183
ST-16,REDWOOD STATION,WEST,2026-04-18,46,3518.67,75.09,24.46772355,490,False,False,False,46.0,24.46772355
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-02,52,2704.08,57.18,,767,False,False,False,52.0,
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-26,48,14560.43,286.45,0.9723782884,511,False,False,False,48.0,0.9723782884
ST-03,MAPLE JUNCTION,NORTH,2026-03-19,75,3879.57,51.59,38.65187549,638,True,False,False,75.0,38.65187549
ST-01,RIVERSIDE PLAZA,NORTH,,76,3376.17,42.08,29.84057121,544,False,False,False,76.0,29.84057121
ST-08,PALM TERRACE,SOUTH,2026-03-25,69,2420.48,36.0,27.45370446,583,False,False,False,69.0,27.45370446
ST-11,WILLOW CREEK,SOUTH,2026-05-26,56,6701.61,123.08,35.6511888,647,False,False,False,56.0,35.6511888
ST-13,HIGHLAND COURT,WEST,2026-03-01,62,,53.42,19.77068255,572,True,False,False,62.0,19.77068255
ST-14,GOLDEN VALLEY,WEST,2026-03-07,73,6667.62,96.9,30.91300818,573,False,False,False,73.0,30.91300818
ST-16,REDWOOD STATION,WEST,2026-04-11,53,3254.44,65.75,33.61176258,644,False,False,False,53.0,33.61176258
ST-11,WILLOW CREEK,SOUTH,2026-04-09,96,5153.49,55.71,26.6623237,647,False,False,False,96.0,26.6623237
ST-15,PINECREST MALL,WEST,2026-04-13,60,1955.48,30.14,29.65550035,640,False,False,False,60.0,29.65550035
ST-05,EASTGATE CENTER,NORTH,2026-03-08,18,1915.25,98.24,24.6504814,507,True,False,False,18.0,24.6504814
ST-14,GOLDEN VALLEY,WEST,2026-05-29,59,,89.89,9.434374782,344,False,False,False,59.0,9.434374782
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-01,60,5821.53,97.7,8.160066663,410,False,False,False,60.0,8.160066663
ST-11,WILLOW CREEK,SOUTH,2026-05-04,57,4396.7,80.44,14.10151608,635,False,False,False,57.0,14.10151608
ST-17,SUMMIT CORNER,WEST,2026-04-26,79,3979.18,46.77,32.51603099,621,False,False,False,79.0,32.51603099
ST-04,SILVERLINE MALL,NORTH,2026-03-05,43,3679.53,89.78,30.79000669,970,False,False,False,43.0,30.79000669
ST-03,MAPLE JUNCTION,NORTH,2026-03-20,38,11211.0,320.82,21.84216267,427,False,False,False,38.0,21.84216267
ST-14,GOLDEN VALLEY,WEST,2026-05-14,62,3761.63,66.03,25.53955297,748,True,False,False,62.0,25.53955297
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-03,62,4602.3,74.05,35.72163154,725,False,False,False,62.0,35.72163154
ST-05,EASTGATE CENTER,NORTH,2026-03-12,44,3279.98,73.82,250.0,469,False,False,True,44.0,
ST-18,ASHBROOK PLAZA,WEST,2026-05-03,55,,39.35,27.29875314,696,False,False,False,55.0,27.29875314
ST-15,PINECREST MALL,WEST,,77,2787.66,35.26,19.93398364,420,False,False,False,77.0,19.93398364
ST-17,SUMMIT CORNER,WEST,2026-04-13,66,16395.0,255.4,7.845547172,249,False,False,False,66.0,7.845547172
ST-18,ASHBROOK PLAZA,WEST,2026-05-04,52,2492.0,44.86,39.80860938,605,True,False,False,52.0,39.80860938
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-26,49,6942.74,149.06,30.89411951,566,False,False,False,49.0,30.89411951
ST-13,HIGHLAND COURT,WEST,,65,4347.2,72.62,9.099040595,671,True,False,False,65.0,9.099040595
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-13,53,7813.5,160.85,20.50928257,475,True,False,False,53.0,20.50928257
ST-02,HARBOR POINT,NORTH,2026-11-03,60,8649.73,154.21,9.106445872,475,True,False,False,60.0,9.106445872
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-20,55,5260.11,96.13,18.46787543,729,True,False,False,55.0,18.46787543
ST-02,HARBOR POINT,NORTH,2026-03-12,60,2631.7,40.51,9.533541174,573,True,False,False,60.0,9.533541174
ST-08,PALM TERRACE,SOUTH,2026-03-22,40,4238.0,101.57,9.163170751,514,True,False,False,40.0,9.163170751
ST-02,HARBOR POINT,NORTH,,39,3633.45,88.44,33.68280607,513,True,False,False,39.0,33.68280607
ST-13,HIGHLAND COURT,WEST,2026-03-10,69,5593.69,87.31,16.79497567,446,False,False,False,69.0,16.79497567
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-17,73,3796.11,51.44,,476,True,False,False,73.0,
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-29,56,,112.21,12.34718439,586,True,False,False,56.0,12.34718439
ST-06,CEDAR CROSSING,NORTH,2026-03-05,47,5661.06,117.21,38.70544293,701,False,False,False,47.0,38.70544293
ST-04,SILVERLINE MALL,NORTH,2026-05-09,49,1704.0,36.4,30.7492013,484,False,False,False,49.0,30.7492013
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-14,71,3362.98,43.75,-15.0,558,True,False,True,71.0,
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-04,55,2963.2,50.99,5.098418007,548,False,False,False,55.0,5.098418007
ST-11,WILLOW CREEK,SOUTH,2026-04-12,-35,6997.08,7395.46,24.17925476,882,False,True,False,,24.17925476
ST-02,HARBOR POINT,NORTH,2026-04-08,60,3626.3,56.84,30.2659771,529,False,False,False,60.0,30.2659771
ST-13,HIGHLAND COURT,WEST,2026-05-06,48,2972.71,58.19,0.5306166069,499,False,False,False,48.0,0.5306166069
ST-05,EASTGATE CENTER,NORTH,2026-04-04,62,5111.0,88.14,1.421196721,911,False,False,False,62.0,1.421196721
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-13,66,8917.05,138.59,7.369712402,897,False,False,False,66.0,7.369712402
ST-04,SILVERLINE MALL,NORTH,2026-05-20,58,3454.68,63.5,2.502071451,523,True,False,False,58.0,2.502071451
ST-15,PINECREST MALL,WEST,,63,2404.74,40.15,34.12886287,774,False,False,False,63.0,34.12886287
ST-06,CEDAR CROSSING,NORTH,2026-05-12,65,5239.87,73.63,13.98391648,684,True,False,False,65.0,13.98391648
ST-04,SILVERLINE MALL,NORTH,2026-03-29,50,3011.44,63.14,9.516395467,489,False,False,False,50.0,9.516395467
ST-17,SUMMIT CORNER,WEST,2026-05-20,86,4798.78,56.43,21.59493279,385,False,False,False,86.0,21.59493279
ST-05,EASTGATE CENTER,NORTH,2026-05-05,60,2223.61,36.37,6.821469045,594,False,False,False,60.0,6.821469045
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-13,77,10641.51,135.36,24.48769759,572,False,False,False,77.0,24.48769759
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-23,56,7172.23,138.18,15.88113685,488,True,False,False,56.0,15.88113685
ST-08,PALM TERRACE,SOUTH,,51,2169.97,39.99,10.74712287,829,False,False,False,51.0,10.74712287
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-22,56,6020.16,100.44,37.64930227,677,True,False,False,56.0,37.64930227
ST-08,PALM TERRACE,SOUTH,2026-03-05,52,3662.0,76.14,29.97721561,470,False,False,False,52.0,29.97721561
ST-15,PINECREST MALL,WEST,2026-05-26,65,5487.39,78.54,21.96181279,505,False,False,False,65.0,21.96181279
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-05,51,9366.06,175.45,17.98173464,326,True,False,False,51.0,17.98173464
ST-15,PINECREST MALL,WEST,2026-03-30,59,4554.24,77.28,0.6894587904,564,False,False,False,59.0,0.6894587904
ST-04,SILVERLINE MALL,NORTH,2026-04-24,58,7721.91,138.37,31.33653943,678,False,False,False,58.0,31.33653943
ST-03,MAPLE JUNCTION,NORTH,2026-04-16,36,3814.45,101.26,37.11391607,896,False,False,False,36.0,37.11391607
ST-03,MAPLE JUNCTION,NORTH,2026-04-21,49,5119.84,108.3,25.70901259,570,True,False,False,49.0,25.70901259
ST-16,REDWOOD STATION,WEST,2026-04-22,74,5202.26,75.4,29.78378618,689,False,False,False,74.0,29.78378618
ST-16,REDWOOD STATION,WEST,2026-04-08,81,14537.77,194.07,7.91830459,591,False,False,False,81.0,7.91830459
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-03,68,4458.24,63.56,5.952908089,643,False,False,False,68.0,5.952908089
ST-02,HARBOR POINT,NORTH,2026-05-13,52,13800.45,284.53,,457,True,False,False,52.0,
ST-18,ASHBROOK PLAZA,WEST,2026-04-10,39,3886.56,96.57,32.46860397,720,True,False,False,39.0,32.46860397
ST-06,CEDAR CROSSING,NORTH,2026-05-28,37,5997.0,172.11,38.33998212,699,False,False,False,37.0,38.33998212
ST-03,MAPLE JUNCTION,NORTH,2026-05-26,-63,5576.82,5703.52,9.137458869,617,False,True,False,,9.137458869
ST-02,HARBOR POINT,NORTH,2026-04-28,47,5425.01,119.56,3.616323139,766,False,False,False,47.0,3.616323139
ST-13,HIGHLAND COURT,WEST,2026-05-15,67,3599.21,55.84,5.80480528,755,False,False,False,67.0,5.80480528
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-25,55,4259.0,76.85,24.7804507,921,True,False,False,55.0,24.7804507
ST-16,REDWOOD STATION,WEST,2026-05-13,45,3981.2,95.33,0.5207401261,617,True,False,False,45.0,0.5207401261
ST-15,PINECREST MALL,WEST,2026-03-22,93,2773.0,28.52,13.25194631,585,False,False,False,93.0,13.25194631
ST-04,SILVERLINE MALL,NORTH,2026-04-06,28,2652.92,86.25,37.32300966,433,False,False,False,28.0,37.32300966
ST-03,MAPLE JUNCTION,NORTH,2026-03-13,49,4224.43,84.28,22.20040984,593,True,False,False,49.0,22.20040984
ST-04,SILVERLINE MALL,NORTH,2026-09-04,66,3959.1,59.72,34.98022396,459,False,False,False,66.0,34.98022396
ST-07,SUNSET BOULEVARD,SOUTH,,77,10689.16,140.63,34.53344696,506,True,False,False,77.0,34.53344696
ST-01,RIVERSIDE PLAZA,NORTH,2026-03-05,35,3736.16,99.03,11.34083066,692,True,False,False,35.0,11.34083066
ST-10,MAGNOLIA SQUARE,SOUTH,,77,5194.87,69.17,11.12634529,720,False,False,False,77.0,11.12634529
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-09,63,10979.56,181.39,6.006816742,700,False,False,False,63.0,6.006816742
ST-17,SUMMIT CORNER,WEST,,73,3022.78,38.5,16.94204934,336,False,False,False,73.0,16.94204934
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-22,87,2817.84,35.26,20.84379261,606,True,False,False,87.0,20.84379261
ST-06,CEDAR CROSSING,NORTH,,58,7599.18,119.99,4.116118969,454,False,False,False,58.0,4.116118969
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-15,90,5070.79,54.86,20.67085727,579,False,False,False,90.0,20.67085727
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-17,99,3737.71,36.05,29.85133742,391,True,False,False,99.0,29.85133742
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-28,93,3285.32,33.55,32.70845784,589,False,False,False,93.0,32.70845784
ST-13,HIGHLAND COURT,WEST,2026-04-03,42,4392.13,94.68,,757,False,False,False,42.0,
ST-03,MAPLE JUNCTION,NORTH,2026-04-08,67,8794.22,140.06,26.73774283,560,False,False,False,67.0,26.73774283
ST-18,ASHBROOK PLAZA,WEST,2026-05-15,80,2544.42,34.08,28.21698696,635,False,False,False,80.0,28.21698696
ST-04,SILVERLINE MALL,NORTH,2026-03-17,46,3698.23,87.22,21.79566615,732,True,False,False,46.0,21.79566615
ST-05,EASTGATE CENTER,NORTH,2026-05-12,76,2619.56,37.73,36.89332633,706,False,False,False,76.0,36.89332633
ST-15,PINECREST MALL,WEST,2026-04-17,75,4836.93,64.91,20.8156923,121,False,False,False,75.0,20.8156923
ST-11,WILLOW CREEK,SOUTH,2026-03-01,57,13174.94,240.64,18.27649269,657,False,False,False,57.0,18.27649269
ST-07,SUNSET BOULEVARD,SOUTH,,57,5259.73,93.19,15.3116626,404,True,False,False,57.0,15.3116626
ST-14,GOLDEN VALLEY,WEST,2026-03-04,57,3894.25,73.24,27.84696548,681,True,False,False,57.0,27.84696548
ST-15,PINECREST MALL,WEST,2026-05-15,67,2397.32,34.25,12.3478555,734,True,False,False,67.0,12.3478555
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-17,62,4480.75,70.84,250.0,820,False,False,True,62.0,
ST-15,PINECREST MALL,WEST,2026-04-03,92,4220.52,42.2,15.2720921,704,False,False,False,92.0,15.2720921
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-03,63,5027.39,74.67,12.02625881,684,True,False,False,63.0,12.02625881
ST-11,WILLOW CREEK,SOUTH,2026-05-27,26,3787.9,150.1,19.612323,401,True,False,False,26.0,19.612323
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-13,59,6498.61,114.26,3.555986364,280,False,False,False,59.0,3.555986364
ST-17,SUMMIT CORNER,WEST,2026-05-09,27,8650.76,344.53,26.10461494,611,True,False,False,27.0,26.10461494
ST-14,GOLDEN VALLEY,WEST,2026-04-22,46,5755.9,132.58,31.75620149,595,True,False,False,46.0,31.75620149
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-08,53,3705.96,72.79,6.309458946,401,False,False,False,53.0,6.309458946
ST-08,PALM TERRACE,SOUTH,2026-04-10,42,4057.34,100.01,3.087585018,700,True,False,False,42.0,3.087585018
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-27,78,8148.48,96.27,25.36015908,486,False,False,False,78.0,25.36015908
ST-13,HIGHLAND COURT,WEST,2026-10-04,25,5896.67,219.26,14.60471294,586,False,False,False,25.0,14.60471294
ST-05,EASTGATE CENTER,NORTH,2026-03-07,58,4995.26,91.48,20.93867147,431,False,False,False,58.0,20.93867147
ST-16,REDWOOD STATION,WEST,2026-03-28,60,7238.9,109.29,14.84871977,567,True,False,False,60.0,14.84871977
ST-14,GOLDEN VALLEY,WEST,2026-03-09,50,8468.94,182.65,32.16941086,584,False,False,False,50.0,32.16941086
ST-17,SUMMIT CORNER,WEST,,86,4253.62,47.59,34.16905404,404,False,False,False,86.0,34.16905404
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-01,87,4141.59,49.6,33.61825388,560,False,False,False,87.0,33.61825388
ST-11,WILLOW CREEK,SOUTH,2026-03-08,68,5416.18,84.62,1.969659733,516,False,False,False,68.0,1.969659733
ST-18,ASHBROOK PLAZA,WEST,2026-03-06,73,1396.32,17.39,5.807795068,300,True,False,False,73.0,5.807795068
ST-04,SILVERLINE MALL,NORTH,2026-03-08,39,1764.54,43.63,34.28634382,840,False,False,False,39.0,34.28634382
ST-14,GOLDEN VALLEY,WEST,2026-05-28,74,5410.49,72.84,12.91979885,893,True,False,False,74.0,12.91979885
ST-15,PINECREST MALL,WEST,,48,3576.63,80.8,4.513979597,532,False,False,False,48.0,4.513979597
ST-10,MAGNOLIA SQUARE,SOUTH,2026-10-03,55,5668.36,96.87,26.19847555,745,True,False,False,55.0,26.19847555
ST-03,MAPLE JUNCTION,NORTH,2026-04-26,72,6247.88,84.1,36.91773679,686,False,False,False,72.0,36.91773679
ST-08,PALM TERRACE,SOUTH,2026-05-02,86,3034.46,37.9,9.327740292,569,False,False,False,86.0,9.327740292
ST-16,REDWOOD STATION,WEST,2026-03-04,55,5450.19,104.9,32.28493904,745,False,False,False,55.0,32.28493904
ST-18,ASHBROOK PLAZA,WEST,2026-04-07,63,5320.0,81.97,18.78863463,617,False,False,False,63.0,18.78863463
ST-17,SUMMIT CORNER,WEST,2026-04-17,54,12040.01,233.44,17.74604526,615,True,False,False,54.0,17.74604526
ST-13,HIGHLAND COURT,WEST,2026-05-17,56,4300.62,83.86,30.3665947,665,True,False,False,56.0,30.3665947
ST-03,MAPLE JUNCTION,NORTH,2026-03-29,69,4005.35,61.44,-15.0,663,True,False,True,69.0,
ST-06,CEDAR CROSSING,NORTH,2026-02-04,65,3550.56,58.34,23.51613232,808,True,False,False,65.0,23.51613232
ST-15,PINECREST MALL,WEST,2026-03-11,65,2685.93,40.05,21.59490761,634,False,False,False,65.0,21.59490761
ST-06,CEDAR CROSSING,NORTH,2026-03-30,62,4137.09,63.48,4.192235995,784,True,False,False,62.0,4.192235995
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-28,56,5797.18,112.9,6.543075108,741,False,False,False,56.0,6.543075108
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-25,57,4082.4,71.44,10.75401282,649,False,False,False,57.0,10.75401282
ST-16,REDWOOD STATION,WEST,2026-03-21,51,5756.14,114.36,14.88584351,508,False,False,False,51.0,14.88584351
ST-06,CEDAR CROSSING,NORTH,2026-05-16,55,14222.33,260.53,,513,False,False,False,55.0,
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-07,27,4146.62,160.31,27.60997044,628,False,False,False,27.0,27.60997044
ST-15,PINECREST MALL,WEST,2026-03-25,55,5787.09,108.16,37.74147913,469,False,False,False,55.0,37.74147913
ST-05,EASTGATE CENTER,NORTH,2026-03-04,76,3851.0,54.43,6.067424685,724,False,False,False,76.0,6.067424685
ST-17,SUMMIT CORNER,WEST,2026-04-04,67,6225.18,86.37,33.90381,516,False,False,False,67.0,33.90381
ST-04,SILVERLINE MALL,NORTH,2026-05-24,60,3435.72,53.31,6.624687222,769,False,False,False,60.0,6.624687222
ST-16,REDWOOD STATION,WEST,2026-04-24,55,3826.68,69.64,4.680835558,452,False,False,False,55.0,4.680835558
ST-15,PINECREST MALL,WEST,2026-04-18,39,4776.6,121.44,20.21380611,733,False,False,False,39.0,20.21380611
ST-14,GOLDEN VALLEY,WEST,2026-05-09,62,3696.04,59.52,3.095258547,688,False,False,False,62.0,3.095258547
ST-11,WILLOW CREEK,SOUTH,2026-06-05,72,3544.89,46.19,10.83282951,424,True,False,False,72.0,10.83282951
ST-04,SILVERLINE MALL,NORTH,,55,2897.32,55.9,5.013040391,592,True,False,False,55.0,5.013040391
ST-07,SUNSET BOULEVARD,SOUTH,,69,9660.11,133.67,6.290298357,515,False,False,False,69.0,6.290298357
ST-14,GOLDEN VALLEY,WEST,2026-05-16,57,3818.61,64.63,24.87421207,697,False,False,False,57.0,24.87421207
ST-15,PINECREST MALL,WEST,2026-04-26,60,3598.71,64.84,28.90412894,856,True,False,False,60.0,28.90412894
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-08,52,4597.82,94.98,13.24343116,653,False,False,False,52.0,13.24343116
ST-18,ASHBROOK PLAZA,WEST,2026-05-16,54,5475.0,99.63,10.85087757,508,True,False,False,54.0,10.85087757
ST-03,MAPLE JUNCTION,NORTH,2026-04-23,31,3289.92,98.06,-15.0,867,True,False,True,31.0,
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-21,49,6507.75,144.34,26.09168179,364,False,False,False,49.0,26.09168179
ST-03,MAPLE JUNCTION,NORTH,2026-03-17,37,7165.0,201.26,2.871083722,476,True,False,False,37.0,2.871083722
ST-09,CORAL BAY OUTLET,SOUTH,2026-04-24,47,5641.35,127.16,1.680401652,543,False,False,False,47.0,1.680401652
ST-06,CEDAR CROSSING,NORTH,2026-02-03,59,5586.06,102.23,29.75104733,527,True,False,False,59.0,29.75104733
ST-16,REDWOOD STATION,WEST,2026-12-03,54,4591.94,92.22,22.25276108,581,False,False,False,54.0,22.25276108
ST-01,RIVERSIDE PLAZA,NORTH,2026-05-21,18,3483.61,185.19,12.15186474,377,False,False,False,18.0,12.15186474
ST-17,SUMMIT CORNER,WEST,2026-05-22,49,6940.78,149.51,38.9432724,916,False,False,False,49.0,38.9432724
ST-06,CEDAR CROSSING,NORTH,,52,4970.34,101.13,5.863495641,476,True,False,False,52.0,5.863495641
ST-16,REDWOOD STATION,WEST,2026-05-10,73,5087.73,74.38,18.84753318,619,False,False,False,73.0,18.84753318
ST-05,EASTGATE CENTER,NORTH,2026-03-21,47,3817.17,84.62,6.270960326,504,True,False,False,47.0,6.270960326
ST-02,HARBOR POINT,NORTH,2026-03-22,53,6110.34,121.28,9.227165013,744,False,False,False,53.0,9.227165013
ST-16,REDWOOD STATION,WEST,2026-03-30,52,4934.38,91.3,4.375350116,843,False,False,False,52.0,4.375350116
ST-15,PINECREST MALL,WEST,,73,2567.36,31.76,21.40925905,470,False,False,False,73.0,21.40925905
ST-16,REDWOOD STATION,WEST,2026-03-31,67,5171.09,71.57,36.54747769,509,True,False,False,67.0,36.54747769
ST-18,ASHBROOK PLAZA,WEST,,102,3870.38,39.98,4.34485549,439,False,False,False,102.0,4.34485549
ST-17,SUMMIT CORNER,WEST,2026-05-14,57,9557.71,161.31,23.11235804,440,True,False,False,57.0,23.11235804
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-01,69,2702.61,37.56,0.9656304988,573,True,False,False,69.0,0.9656304988
ST-09,CORAL BAY OUTLET,SOUTH,2026-04-09,41,5804.61,153.24,36.76904063,594,True,False,False,41.0,36.76904063
ST-04,SILVERLINE MALL,NORTH,2026-04-10,53,3045.19,54.89,26.33733705,787,True,False,False,53.0,26.33733705
ST-13,HIGHLAND COURT,WEST,2026-05-02,45,3130.49,64.8,30.76656223,592,True,False,False,45.0,30.76656223
ST-12,BAYFRONT COMMONS,SOUTH,2026-05-25,68,4287.0,64.8,9.16224539,808,False,False,False,68.0,9.16224539
ST-06,CEDAR CROSSING,NORTH,2026-05-04,48,3498.41,79.43,,366,False,False,False,48.0,
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-21,47,8440.86,192.85,24.20030128,620,True,False,False,47.0,24.20030128
ST-16,REDWOOD STATION,WEST,2026-05-12,52,4632.53,92.12,30.55983926,493,False,False,False,52.0,30.55983926
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-15,62,7800.35,120.62,19.96112567,192,True,False,False,62.0,19.96112567
ST-14,GOLDEN VALLEY,WEST,2026-03-31,56,5667.44,108.75,33.25328151,395,False,False,False,56.0,33.25328151
ST-05,EASTGATE CENTER,NORTH,2026-05-18,51,6503.23,124.77,26.27018451,754,False,False,False,51.0,26.27018451
ST-06,CEDAR CROSSING,NORTH,2026-03-13,65,7486.67,125.86,36.45948821,826,False,False,False,65.0,36.45948821
ST-18,ASHBROOK PLAZA,WEST,2026-05-24,46,3727.59,88.45,7.931418703,526,False,False,False,46.0,7.931418703
ST-13,HIGHLAND COURT,WEST,2026-03-29,69,2726.0,41.45,16.97510007,912,False,False,False,69.0,16.97510007
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-02,40,3412.46,85.62,13.28974229,768,False,False,False,40.0,13.28974229
ST-08,PALM TERRACE,SOUTH,,75,5835.33,72.7,8.666868572,591,True,False,False,75.0,8.666868572
ST-06,CEDAR CROSSING,NORTH,2026-03-01,50,10600.49,212.92,19.20569875,607,True,False,False,50.0,19.20569875
ST-18,ASHBROOK PLAZA,WEST,2026-03-31,29,4187.92,143.78,22.08045038,379,False,False,False,29.0,22.08045038
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-13,66,,254.64,16.24118243,660,False,False,False,66.0,16.24118243
ST-15,PINECREST MALL,WEST,2026-05-24,69,2547.86,39.38,27.37527718,695,True,False,False,69.0,27.37527718
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-11,58,6342.84,105.92,15.65292921,477,False,False,False,58.0,15.65292921
ST-11,WILLOW CREEK,SOUTH,2026-04-16,-41,,10155.41,24.17541549,232,False,True,False,,24.17541549
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-29,68,10127.59,143.9,12.05576043,720,False,False,False,68.0,12.05576043
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-12,60,6095.88,101.81,9.932643906,714,True,False,False,60.0,9.932643906
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-16,49,3132.23,57.97,13.34661565,916,False,False,False,49.0,13.34661565
ST-04,SILVERLINE MALL,NORTH,2026-04-27,48,5813.82,119.74,26.32129242,452,False,False,False,48.0,26.32129242
ST-03,MAPLE JUNCTION,NORTH,2026-05-14,50,4036.06,72.88,13.37851569,752,False,False,False,50.0,13.37851569
ST-04,SILVERLINE MALL,NORTH,2026-04-22,73,5640.43,79.83,8.151238838,655,True,False,False,73.0,8.151238838
ST-14,GOLDEN VALLEY,WEST,2026-03-10,92,4228.77,49.34,4.460490235,565,False,False,False,92.0,4.460490235
ST-12,BAYFRONT COMMONS,SOUTH,,59,12900.0,203.67,32.35235917,603,False,False,False,59.0,32.35235917
ST-18,ASHBROOK PLAZA,WEST,2026-04-15,52,6523.88,137.99,7.779264748,588,False,False,False,52.0,7.779264748
ST-17,SUMMIT CORNER,WEST,,80,10575.77,143.34,7.42034892,772,True,False,False,80.0,7.42034892
ST-15,PINECREST MALL,WEST,2026-03-06,65,1797.9,29.26,29.60431926,426,True,False,False,65.0,29.60431926
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-26,72,11911.44,178.59,21.75561882,742,True,False,False,72.0,21.75561882
ST-14,GOLDEN VALLEY,WEST,2026-04-12,60,3886.0,69.36,13.38044333,849,False,False,False,60.0,13.38044333
ST-15,PINECREST MALL,WEST,2026-03-19,59,1894.89,31.54,2.729006488,708,True,False,False,59.0,2.729006488
ST-11,WILLOW CREEK,SOUTH,2026-03-04,69,8321.59,111.02,12.08273864,650,False,False,False,69.0,12.08273864
ST-01,RIVERSIDE PLAZA,NORTH,,46,10665.19,218.21,39.02944098,388,False,False,False,46.0,39.02944098
ST-14,GOLDEN VALLEY,WEST,2026-03-18,60,5981.0,105.99,,275,False,False,False,60.0,
ST-18,ASHBROOK PLAZA,WEST,2026-03-11,63,2821.34,43.37,-15.0,505,False,False,True,63.0,
ST-05,EASTGATE CENTER,NORTH,2026-03-06,84,4959.21,62.68,35.47223757,563,False,False,False,84.0,35.47223757
ST-03,MAPLE JUNCTION,NORTH,2026-05-25,85,4715.38,60.13,15.02423889,650,True,False,False,85.0,15.02423889
ST-04,SILVERLINE MALL,NORTH,,56,5529.0,96.7,-15.0,506,False,False,True,56.0,
