store_id,store_name,region,date,transactions,revenue,avg_basket_value,discount_pct,footfall,stockout_flag
ST-15,Pinecrest Mall,West,22-Mar-26,93,"INR 2,773",28.52,13.25194631,585,no
ST-04,Silverline Mall,North,20260406,28,2652.92,86.25,37.32300966,433,N
ST-03,Maple Junction,North,20260313,49,4224.43,84.28,22.20040984,593,TRUE
ST-04,Silverline Mall,North,04/09/2026,66,3959.1,59.72,34.98022396,459,no
ST-07,Sunset Boulevard,South,03/27/2026,77,10689.16,140.63,34.53344696,506,1
ST-01,Riverside Plaza,north,05/03/2026,35,3736.16,99.03,11.34083066,692,yes
ST-10,MAGNOLIA SQUARE,south,04/21/2026,77,5194.87,69.17,11.12634529,720,N
ST-12,Bayfront Commons,SOUTH,9-Mar-26,63,10979.56,181.39,6.006816742,700,N
ST-17,Summit Corner,West,03/23/2026,73,"$3,022.78",38.5,16.94204934,336,FALSE
ST-10,Magnolia Square,SOUTH,22/05/2026,87,2817.84,35.26,20.84379261,606,TRUE
ST-06,Cedar Crossing,north,05/18/2026,58,7599.18,119.99,4.116118969,454,N
ST-12,Bayfront Commons,South,15/03/2026,90,5070.79,54.86,20.67085727,579,N
ST-10,Magnolia Square,South,20260517,99,3737.71,36.05,29.85133742,391,1
ST-10,Magnolia Square,South,2026-05-28,93,3285.32,33.55,32.70845784,589,N
ST-13,highland court,WEST,03/04/2026,42,"$4,392.13",94.68,na,757,0
ST-03,Maple Junction,North,08/04/2026,67,8794.22,140.06,26.73774283,560,N
ST-18,Ashbrook Plaza,west,15/05/2026,80,"$2,544.42",34.08,28.21698696,635,N
ST-04,Silverline Mall,North,"March 17, 2026",46,3698.23,87.22,21.79566615,732,1
ST-05,Eastgate Center,North,12/05/2026,76,2619.56,37.73,36.89332633,706,N
ST-15,Pinecrest Mall,West,20260417,75,4836.93,64.91,20.8156923,121,N
ST-11,Willow Creek,SOUTH,1-Mar-26,57,"$13,174.94",240.64,18.27649269,657,N
ST-07,Sunset Boulevard,South,04/14/2026,57,5259.73,93.19,15.3116626,404,Y
ST-14,Golden Valley,West,"March 4, 2026",57,3894.25,73.24,27.84696548,681,Y
ST-15,Pinecrest Mall,WEST,15/05/2026,67,2397.32,34.25,12.3478555,734,TRUE
ST-07,Sunset Boulevard,SOUTH,17-May-26,62,"$4,480.75",70.84,250,820,N
ST-15,pinecrest mall,West,2026-04-03,92,4220.52,42.2,15.2720921,704,N
ST-09,Coral Bay Outlet,SOUTH,20260303,63,5027.39,74.67,12.02625881,684,TRUE
ST-11,Willow Creek,South,2026-05-27,26,"$3,787.90",150.1,19.612323,401,Y
ST-07,SUNSET BOULEVARD,SOUTH,"May 13, 2026",59,"$6,498.61",114.26,3.555986364,280,0
ST-17,Summit Corner,West,09/05/2026,27,8650.76,344.53,26.10461494,611,Y
ST-14,Golden Valley,West,20260422,46,"$5,755.90",132.58,31.75620149,595,Y
ST-09,coral bay outlet,South,2026-03-08,53,3705.96,72.79,6.309458946,401,N
ST-08,Palm Terrace,south,"April 10, 2026",42,"$4,057.34",100.01,3.087585018,700,Y
ST-07,sunset boulevard,South,27/04/2026,78,8148.48,96.27,25.36015908,486,0
ST-13,Highland Court,West,04/10/2026,25,5896.67,219.26,14.60471294,586,N
ST-05,EASTGATE CENTER,NORTH,07/03/2026,58,4995.26,91.48,20.93867147,431,N
ST-16,Redwood Station,West,28/03/2026,60,7238.9,109.29,14.84871977,567,yes
ST-14,Golden Valley,west,2026-03-09,50,8468.94,182.65,32.16941086,584,N
ST-17,Summit Corner,West,03/22/2026,86,4253.62,47.59,34.16905404,404,0
ST-07,Sunset Boulevard,South,1-May-26,87,4141.59,49.6,33.61825388,560,FALSE
ST-11,Willow Creek,South,20260308,68,5416.18,84.62,1.969659733,516,0
ST-18,Ashbrook Plaza,West,6-Mar-26,73,"$1,396.32",17.39,5.807795068,300,Y
ST-04,Silverline Mall,North,"March 8, 2026",39,1764.54,43.63,34.28634382,840,N
ST-14,Golden Valley,West,"May 28, 2026",74,5410.49,72.84,12.91979885,893,Y
ST-15,PINECREST MALL,WEST,03/14/2026,48,3576.63,80.8,4.513979597,532,N
ST-10,Magnolia Square,South,03/10/2026,55,5668.36,96.87,26.19847555,745,TRUE
ST-03,Maple Junction,North,2026-04-26,72,6247.88,84.1,36.91773679,686,N
ST-08,PALM TERRACE,South,2-May-26,86,3034.46,37.9,9.327740292,569,N
ST-16,redwood station,West,"March 4, 2026",55,5450.19,104.9,32.28493904,745,N
ST-18,Ashbrook Plaza,West,07/04/2026,63,"INR 5,320",81.97,18.78863463,617,N
ST-17,Summit Corner,WEST,"April 17, 2026",54,12040.01,233.44,17.74604526,615,yes
ST-13,Highland Court,West,17-May-26,56,4300.62,83.86,30.3665947,665,TRUE
ST-03,Maple Junction,North,2026-03-29,69,4005.35,61.44,-15,663,yes
ST-06,Cedar Crossing,North,04/02/2026,65,3550.56,58.34,23.51613232,808,Y
ST-15,Pinecrest Mall,WEST,2026-03-11,65,2685.93,40.05,21.59490761,634,FALSE
ST-06,Cedar Crossing,North,30-Mar-26,62,"$4,137.09",63.48,4.192235995,784,yes
ST-01,Riverside Plaza,North,2026-04-28,56,"$5,797.18",112.9,6.543075108,741,N
ST-10,Magnolia Square,South,25/03/2026,57,4082.4,71.44,10.75401282,649,N
ST-16,Redwood Station,West,21/03/2026,51,5756.14,114.36,14.88584351,508,N
ST-06,Cedar Crossing,North,20260516,55,14222.33,260.53,na,513,N
ST-10,Magnolia Square,South,2026-04-07,27,4146.62,160.31,27.60997044,628,N
ST-15,Pinecrest Mall,West,20260325,55,5787.09,108.16,37.74147913,469,N
ST-05,EASTGATE CENTER,North,2026-03-04,76,"INR 3,851",54.43,6.067424685,724,N
ST-17,Summit Corner,West,"April 4, 2026",67,6225.18,86.37,33.90381,516,0
ST-04,Silverline Mall,North,24/05/2026,60,"$3,435.72",53.31,6.624687222,769,N
ST-16,redwood station,West,"April 24, 2026",55,3826.68,69.64,4.680835558,452,N
ST-15,Pinecrest Mall,West,18/04/2026,39,4776.6,121.44,20.21380611,733,N
ST-14,GOLDEN VALLEY,West,"May 9, 2026",62,3696.04,59.52,3.095258547,688,N
ST-11,Willow Creek,South,05/06/2026,72,3544.89,46.19,10.83282951,424,TRUE
ST-04,Silverline Mall,north,03/23/2026,55,2897.32,55.9,5.013040391,592,Y
ST-07,SUNSET BOULEVARD,SOUTH,03/31/2026,69,9660.11,133.67,6.290298357,515,0
ST-14,Golden Valley,West,16/05/2026,57,3818.61,64.63,24.87421207,697,no
ST-15,Pinecrest Mall,West,20260426,60,3598.71,64.84,28.90412894,856,TRUE
ST-10,Magnolia Square,South,20260308,52,4597.82,94.98,13.24343116,653,no
ST-18,Ashbrook Plaza,West,2026-05-16,54,"INR 5,475",99.63,10.85087757,508,Y
ST-03,Maple Junction,North,23-Apr-26,31,3289.92,98.06,-15,867,Y
ST-07,Sunset Boulevard,South,21-Mar-26,49,6507.75,144.34,26.09168179,364,0
ST-03,Maple Junction,North,17-Mar-26,37,"INR 7,165",201.26,2.871083722,476,yes
ST-09,CORAL BAY OUTLET,SOUTH,"April 24, 2026",47,5641.35,127.16,1.680401652,543,N
ST-06,cedar crossing,North,03/02/2026,59,5586.06,102.23,29.75104733,527,1
ST-16,Redwood Station,west,03/12/2026,54,"$4,591.94",92.22,22.25276108,581,0
ST-01,Riverside Plaza,North,21-May-26,18,"$3,483.61",185.19,12.15186474,377,0
ST-17,summit corner,West,2026-05-22,49,6940.78,149.51,38.9432724,916,N
ST-06,Cedar Crossing,North,03/22/2026,52,4970.34,101.13,5.863495641,476,Y
ST-16,REDWOOD STATION,West,10-May-26,73,5087.73,74.38,18.84753318,619,N
ST-05,Eastgate Center,North,2026-03-21,47,3817.17,84.62,6.270960326,504,1
ST-02,Harbor Point,north,20260322,53,"$6,110.34",121.28,9.227165013,744,FALSE
ST-16,Redwood Station,West,30/03/2026,52,4934.38,91.3,4.375350116,843,N
ST-15,PINECREST MALL,west,05/14/2026,73,"$2,567.36",31.76,21.40925905,470,no
ST-16,Redwood Station,West,"March 31, 2026",67,5171.09,71.57,36.54747769,509,Y
ST-18,ashbrook plaza,WEST,03/26/2026,102,"$3,870.38",39.98,4.34485549,439,no
ST-17,Summit Corner,West,"May 14, 2026",57,9557.71,161.31,23.11235804,440,yes
ST-10,Magnolia Square,South,01/04/2026,69,2702.61,37.56,0.9656304988,573,TRUE
ST-09,Coral Bay Outlet,South,"April 9, 2026",41,"$5,804.61",153.24,36.76904063,594,TRUE
ST-04,Silverline Mall,North,10-Apr-26,53,3045.19,54.89,26.33733705,787,Y
ST-13,Highland Court,WEST,20260502,45,"$3,130.49",64.8,30.76656223,592,1
ST-12,Bayfront Commons,South,20260525,68,"INR 4,287",64.8,9.16224539,808,0
ST-06,Cedar Crossing,North,"May 4, 2026",48,3498.41,79.43,na,366,FALSE
ST-07,Sunset Boulevard,South,21-May-26,47,8440.86,192.85,24.20030128,620,Y
ST-16,Redwood Station,West,20260512,52,"$4,632.53",92.12,30.55983926,493,no
ST-07,Sunset Boulevard,south,20260315,62,7800.35,120.62,19.96112567,192,Y
ST-14,Golden Valley,West,"March 31, 2026",56,5667.44,108.75,33.25328151,395,0
ST-05,Eastgate Center,North,20260518,51,6503.23,124.77,26.27018451,754,N
ST-06,Cedar Crossing,North,20260313,65,7486.67,125.86,36.45948821,826,no
ST-18,Ashbrook Plaza,WEST,"May 24, 2026",46,3727.59,88.45,7.931418703,526,N
ST-13,Highland Court,West,"March 29, 2026",69,"INR 2,726",41.45,16.97510007,912,N
ST-09,CORAL BAY OUTLET,South,20260302,40,"$3,412.46",85.62,13.28974229,768,N
ST-08,Palm Terrace,SOUTH,05/25/2026,75,5835.33,72.7,8.666868572,591,1
ST-06,Cedar Crossing,North,2026-03-01,50,10600.49,212.92,19.20569875,607,TRUE
ST-18,ashbrook plaza,West,20260331,29,"$4,187.92",143.78,22.08045038,379,0
ST-07,Sunset Boulevard,South,"April 13, 2026",66,,254.64,16.24118243,660,N
ST-15,Pinecrest Mall,West,20260524,69,2547.86,39.38,27.37527718,695,yes
ST-09,CORAL BAY OUTLET,South,"March 11, 2026",58,6342.84,105.92,15.65292921,477,no
ST-11,Willow Creek,South,2026-04-16,-41,,10155.41,24.17541549,232,0
ST-09,Coral Bay Outlet,south,"May 29, 2026",68,10127.59,143.9,12.05576043,720,N
ST-09,Coral Bay Outlet,South,12-May-26,60,6095.88,101.81,9.932643906,714,TRUE
ST-10,magnolia square,South,20260516,49,3132.23,57.97,13.34661565,916,N
ST-04,silverline mall,NORTH,27-Apr-26,48,5813.82,119.74,26.32129242,452,N
ST-03,Maple Junction,NORTH,"May 14, 2026",50,"$4,036.06",72.88,13.37851569,752,N
ST-04,Silverline Mall,North,22/04/2026,73,5640.43,79.83,8.151238838,655,TRUE
ST-14,golden valley,west,2026-03-10,92,4228.77,49.34,4.460490235,565,N
ST-12,Bayfront Commons,South,03/18/2026,59,"INR 12,900",203.67,32.35235917,603,no
ST-18,Ashbrook Plaza,WEST,20260415,52,6523.88,137.99,7.779264748,588,0
ST-17,Summit Corner,West,04/27/2026,80,10575.77,143.34,7.42034892,772,TRUE
ST-15,Pinecrest Mall,West,20260306,65,1797.9,29.26,29.60431926,426,yes
ST-07,Sunset Boulevard,South,2026-04-26,72,"$11,911.44",178.59,21.75561882,742,TRUE
ST-14,golden valley,West,2026-04-12,60,"INR 3,886",69.36,13.38044333,849,N
ST-15,PINECREST MALL,West,19-Mar-26,59,"$1,894.89",31.54,2.729006488,708,Y
ST-11,Willow Creek,south,2026-03-04,69,8321.59,111.02,12.08273864,650,FALSE
ST-01,RIVERSIDE PLAZA,north,05/26/2026,46,"$10,665.19",218.21,39.02944098,388,N
ST-14,Golden Valley,West,2026-03-18,60,"INR 5,981",105.99,na,275,N
ST-18,Ashbrook Plaza,west,11-Mar-26,63,2821.34,43.37,-15,505,N
ST-05,Eastgate Center,north,06/03/2026,84,4959.21,62.68,35.47223757,563,N
ST-03,Maple Junction,North,25/05/2026,85,"$4,715.38",60.13,15.02423889,650,yes
ST-04,Silverline Mall,North,03/18/2026,56,"INR 5,529",96.7,-15,506,N
ST-18,Ashbrook Plaza,West,"May 20, 2026",54,2368.67,43.32,38.62292854,611,yes
ST-04,Silverline Mall,North,28/05/2026,56,2609.49,49.73,27.70966001,455,N
ST-01,Riverside Plaza,North,"April 24, 2026",61,"$7,960.20",129.67,10.37759359,609,N
ST-14,Golden Valley,West,03/19/2026,87,"$8,247.32",92.62,9.490979569,530,yes
ST-14,Golden Valley,West,19/04/2026,74,"INR 9,428",136.65,21.03931528,590,yes
ST-11,Willow Creek,South,"April 1, 2026",51,6662.31,119.09,35.238957,420,N
ST-07,Sunset Boulevard,South,20260515,54,11969.07,208.6,-15,499,Y
ST-16,Redwood Station,West,"May 19, 2026",67,6316.02,86.04,10.51900715,699,N
ST-06,Cedar Crossing,North,2026-03-29,56,"$6,305.11",105.11,14.50825437,598,TRUE
ST-18,ASHBROOK PLAZA,WEST,20260321,76,2727.75,35.05,31.74590604,524,1
ST-03,maple junction,North,20260411,59,13815.29,226.94,31.62694367,667,Y
ST-02,Harbor Point,North,"March 24, 2026",43,6579.93,150.22,29.96696629,731,no
ST-10,Magnolia Square,South,27-Apr-26,65,3398.53,49.99,35.92241072,710,0
ST-08,Palm Terrace,South,20260417,82,5974.02,76.35,5.48713342,572,no
ST-02,Harbor Point,North,24/05/2026,58,12016.48,190.13,38.9800357,583,TRUE
ST-06,Cedar Crossing,North,"May 20, 2026",47,4532.93,89.27,8.499824209,723,TRUE
ST-07,SUNSET BOULEVARD,south,05/18/2026,66,5075.04,74.06,27.66333649,598,TRUE
ST-06,Cedar Crossing,NORTH,03/04/2026,70,8464.56,120.61,15.48063519,403,N
ST-15,pinecrest mall,West,2026-03-10,36,3502.42,99.92,35.62403258,437,N
ST-01,Riverside Plaza,North,19-Mar-26,63,4931.3,78.5,34.30288576,644,N
ST-05,eastgate center,North,2026-05-03,78,"INR 3,363",44.09,250,448,N
ST-17,Summit Corner,West,05/10/2026,56,"INR 3,606",67.26,21.18011825,469,N
ST-04,Silverline Mall,North,03/16/2026,17,"INR 11,332",617.43,25.53359855,519,Y
ST-05,Eastgate Center,North,05/08/2026,56,4283.5,71.1,38.31679331,517,no
ST-12,Bayfront Commons,south,2026-04-02,63,6897.28,119.75,35.68907347,685,yes
ST-06,Cedar Crossing,north,"April 26, 2026",40,4814.32,128.41,37.29656255,611,0
ST-15,Pinecrest Mall,WEST,20260331,56,2878.55,56.06,39.52028931,785,0
ST-01,Riverside Plaza,North,"April 1, 2026",65,"INR 6,951",112.13,0.5873137424,734,0
ST-08,Palm Terrace,SOUTH,8-Mar-26,54,6116.43,114.83,20.58039926,681,yes
ST-03,Maple Junction,North,31-Mar-26,54,6913.83,115.29,34.23850035,434,yes
ST-05,Eastgate Center,North,2026-05-19,45,6084.72,125.6,25.84716674,691,0
ST-07,SUNSET BOULEVARD,South,"May 19, 2026",67,9324.96,144.65,34.07073262,614,yes
ST-08,palm terrace,south,2026-04-14,86,,48.46,14.14625647,380,0
ST-03,Maple Junction,North,04/04/2026,36,9081.67,273.75,24.90765377,525,N
ST-07,Sunset Boulevard,south,04/19/2026,47,9415.42,206.64,27.73335472,537,N
ST-13,Highland Court,West,"May 5, 2026",54,"$4,739.75",90.78,23.49710408,929,N
ST-11,Willow Creek,SOUTH,04/19/2026,68,4399.62,64.84,-15,780,N
ST-09,Coral Bay Outlet,South,20260430,71,"$5,167.85",69.33,33.74280823,556,TRUE
ST-04,SILVERLINE MALL,North,"April 26, 2026",73,4175.45,59.8,18.74180118,964,N
ST-13,HIGHLAND COURT,West,2026-04-24,88,6747.74,75.66,35.09620351,449,yes
ST-15,Pinecrest Mall,WEST,11/05/2026,67,5408.41,87.64,4.487938152,893,N
ST-03,Maple Junction,North,03/09/2026,45,5432.84,118.96,36.04421253,629,no
ST-10,Magnolia Square,south,20-Mar-26,68,5177.09,73.87,38.04705942,602,N
ST-15,PINECREST MALL,West,"March 13, 2026",73,4652.8,57.52,10.75531435,797,yes
ST-04,Silverline Mall,North,11/05/2026,70,"$2,626.31",39.37,16.74123108,492,0
ST-07,sunset boulevard,South,06/04/2026,43,6307.32,136.13,2.293496137,838,no
ST-02,Harbor Point,North,"April 27, 2026",30,2716.53,91.85,1.962961909,533,yes
ST-12,Bayfront Commons,SOUTH,27-Apr-26,47,"$12,916.29",255.59,1.879686909,793,1
ST-05,Eastgate Center,North,"March 1, 2026",43,4130.13,105.57,38.75967466,512,0
ST-01,RIVERSIDE PLAZA,North,2026-05-23,66,"INR 4,873",67.04,28.23188015,684,no
ST-09,Coral Bay Outlet,South,02/05/2026,53,"$6,238.09",107.77,29.98028552,543,Y
ST-13,Highland Court,West,03/11/2026,52,4417.39,82.92,8.325449448,824,no
ST-01,RIVERSIDE PLAZA,NORTH,20260418,61,3734.43,58.98,35.60077828,435,N
ST-06,Cedar Crossing,North,"March 19, 2026",33,3967.36,113.02,34.94558986,536,1
ST-14,Golden Valley,West,04/04/2026,48,5389.05,115.64,22.98426536,492,N
ST-02,Harbor Point,North,"May 5, 2026",68,"$4,637.97",72.79,-15,544,N
ST-12,Bayfront Commons,South,"April 23, 2026",66,6910.13,102.29,38.7130086,346,N
ST-14,Golden Valley,West,2026-04-30,68,"INR 7,227",106.46,31.13570527,491,no
ST-06,Cedar Crossing,North,04/10/2026,71,"$6,252.54",92.82,12.93853698,791,0
ST-11,Willow Creek,South,2026-04-13,55,"INR 4,443",75.63,31.97232718,781,no
ST-13,highland court,West,2026-04-27,40,5896.84,147.42,13.55979092,720,yes
ST-18,Ashbrook Plaza,West,2026-04-30,83,2831.8,36,30.55009983,598,0
ST-15,Pinecrest Mall,West,8-May-26,58,4578.14,82.79,37.30348703,234,TRUE
ST-18,Ashbrook Plaza,West,20260517,63,"$2,121.01",35.31,6.143159121,629,N
ST-06,CEDAR CROSSING,North,20260420,59,"$8,313.09",139.89,30.09394093,236,FALSE
ST-07,Sunset Boulevard,south,2026-04-28,68,9005.43,136.79,1.342607082,520,N
ST-02,harbor point,North,29-May-26,42,4189.76,102.02,11.12868607,447,Y
ST-14,Golden Valley,West,11/04/2026,68,7566.92,115.34,22.6442795,610,TRUE
ST-06,Cedar Crossing,North,22-May-26,43,3905.53,83.23,25.9246722,502,N
ST-12,Bayfront Commons,SOUTH,03/05/2026,60,"$9,704.68",159.99,31.75693993,272,N
ST-04,SILVERLINE MALL,North,16-May-26,80,4099.5,52.68,31.51010875,496,FALSE
ST-13,Highland Court,West,14/04/2026,54,"$10,122.47",182.26,20.02956977,640,TRUE
ST-18,Ashbrook Plaza,West,1-May-26,47,"INR 2,098",48.54,16.08260507,310,Y
ST-14,Golden Valley,WEST,03/05/2026,67,4868.18,77.07,11.98095161,555,no
ST-09,coral bay outlet,South,2026-04-15,69,"$6,374.34",93.12,21.44248432,590,no
ST-17,SUMMIT CORNER,west,"March 18, 2026",26,4634.02,187.79,9.392418023,651,no
ST-03,Maple Junction,north,3-May-26,55,"$6,476.59",114.9,32.86220931,490,N
ST-14,Golden Valley,West,03/27/2026,57,4849.95,79.98,28.69372882,451,1
ST-04,Silverline Mall,NORTH,12/04/2026,60,3269.46,49.08,26.95564618,555,no
ST-05,Eastgate Center,North,20260515,53,4914.94,89.38,7.674388949,735,N
ST-18,Ashbrook Plaza,West,10/03/2026,63,1545.93,25.87,5.306845241,853,Y
ST-16,REDWOOD STATION,west,2026-05-29,80,"INR 4,495",55.83,17.21976098,615,N
ST-04,SILVERLINE MALL,North,08/04/2026,36,2966.86,84.09,30.6680635,561,N
ST-05,Eastgate Center,North,10/05/2026,24,3698.66,162.29,3.795247147,631,yes
ST-05,Eastgate Center,North,11-Mar-26,52,"$5,628.62",107.05,7.572254368,392,0
ST-11,Willow Creek,SOUTH,10/04/2026,47,"$4,976.23",108.22,30.01261174,634,no
ST-03,Maple Junction,North,2026-03-02,60,5713.69,91.01,28.35778076,555,yes
ST-08,Palm Terrace,South,03/02/2026,59,"$4,402.70",75.72,30.69385083,751,N
ST-07,Sunset Boulevard,SOUTH,"March 16, 2026",81,"$7,293.34",94.43,39.25581544,219,N
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-23,53,"INR 4,945",92.4,18.25199402,424,Y
ST-17,Summit Corner,west,2026-04-22,65,"INR 5,072",72.57,15.09964316,417,N
ST-04,Silverline Mall,North,27/03/2026,77,"$4,304.39",60.6,16.31698378,597,N
ST-07,Sunset Boulevard,south,10-May-26,81,5210.23,61.78,0.4406671998,593,N
ST-06,Cedar Crossing,North,12/03/2026,71,5731.29,88.66,26.16279476,513,N
ST-15,Pinecrest Mall,West,20260326,64,4679.25,73.28,19.91782882,722,no
ST-10,Magnolia Square,South,2026-03-02,76,11228.01,152.19,29.15366815,699,N
ST-05,EASTGATE CENTER,North,03/18/2026,86,4474.34,51.84,9.813134649,494,N
ST-11,Willow Creek,South,2026-03-26,87,"$5,423.32",66.18,22.68256982,417,TRUE
ST-02,Harbor Point,North,06/04/2026,69,5448.36,78.88,4.957522178,687,TRUE
ST-10,Magnolia Square,South,6-Apr-26,52,"$5,344.68",109.6,15.86972946,446,N
ST-07,SUNSET BOULEVARD,South,28-Mar-26,32,"INR 4,501",153.64,34.40805451,553,FALSE
ST-04,Silverline Mall,NORTH,25/05/2026,48,4474.17,101.91,23.54055106,648,N
ST-15,Pinecrest Mall,West,2026-04-27,25,"$4,065.64",170.91,12.1962654,292,yes
ST-03,Maple Junction,North,20260330,48,7295.59,149.93,33.06859678,493,yes
ST-02,HARBOR POINT,north,20260420,14,11161.43,810.07,15.06941113,654,no
ST-13,Highland Court,West,20260525,61,"INR 4,077",68.87,20.84368661,551,yes
ST-13,Highland Court,West,03/05/2026,83,6360.28,84.11,14.41558162,666,N
ST-09,Coral Bay Outlet,South,2026-04-05,51,"INR 6,570",140.5,11.626244,698,0
ST-16,Redwood Station,West,20260526,55,,86.86,35.58291067,656,N
ST-09,CORAL BAY OUTLET,South,2026-05-18,42,6272.79,163.19,9.153734446,568,N
ST-12,Bayfront Commons,South,20260304,78,"$11,914.65",152.84,15.019375,535,N
ST-12,Bayfront Commons,SOUTH,04/14/2026,43,12951.11,280.09,27.63740138,357,N
ST-07,Sunset Boulevard,SOUTH,2026-04-15,61,"INR 8,601",138.29,-15,325,N
ST-10,Magnolia Square,South,03/27/2026,45,"$3,646.09",88.98,35.99580189,588,no
ST-01,Riverside Plaza,North,2026-03-11,47,3992.54,85.2,10.23860362,416,FALSE
ST-10,Magnolia Square,South,29/03/2026,51,3082,60.52,17.19109598,539,N
ST-04,Silverline Mall,North,13-Mar-26,66,2283.14,37.06,29.1437457,714,N
ST-04,Silverline Mall,North,22/03/2026,46,7320.16,145.57,0.430148704,546,N
ST-15,PINECREST MALL,West,04/30/2026,57,3671.07,64.35,21.3213808,578,no
ST-07,Sunset Boulevard,South,12-Apr-26,70,5052.99,75.93,10.55888862,796,FALSE
ST-02,Harbor Point,NORTH,20260409,61,7161.37,129,30.80362873,558,yes
ST-04,Silverline Mall,North,"April 23, 2026",56,"INR 4,183",81.44,17.11403869,621,FALSE
ST-13,Highland Court,West,20260509,49,4709.93,100.61,2.914240405,739,N
ST-07,Sunset Boulevard,SOUTH,26-May-26,72,5723.63,81.65,24.05971854,753,0
ST-08,Palm Terrace,SOUTH,"March 31, 2026",59,4899.92,90.86,37.90696588,769,N
ST-15,pinecrest mall,West,2026-05-22,80,2997.92,40.52,21.03645486,601,Y
ST-07,Sunset Boulevard,South,2026-04-21,43,,90.88,15.26235096,494,Y
ST-15,Pinecrest Mall,WEST,20260412,36,3360.73,90.33,31.06107846,693,N
ST-11,willow creek,South,20260306,78,3863.54,52.96,0.3488381689,532,N
ST-02,harbor point,North,05/08/2026,63,3092.43,44.99,19.86259589,477,N
ST-08,palm terrace,South,08/04/2026,75,6721.42,96.2,23.57246799,523,no
ST-06,Cedar Crossing,North,06/05/2026,55,"$4,021.11",79.6,32.10030117,529,N
ST-15,Pinecrest Mall,West,05/03/2026,76,"$3,160.63",42.66,9.168534423,574,N
ST-03,Maple Junction,NORTH,2026-03-16,65,"$4,325.88",67.3,13.82147967,335,0
ST-15,Pinecrest Mall,West,"May 20, 2026",87,2750.7,29.06,13.22760485,839,0
ST-07,Sunset Boulevard,South,20/04/2026,41,3644.76,80.81,7.663449399,743,N
ST-05,Eastgate Center,North,2026-04-20,71,4749.39,64.73,4.232830108,455,N
ST-02,Harbor Point,north,03/07/2026,50,7097.09,153.67,5.602216188,504,FALSE
ST-08,Palm Terrace,SOUTH,20260418,64,4795.29,74.54,2.020174608,564,0
ST-17,Summit Corner,West,20260414,44,2957.49,71.8,15.98650611,468,N
ST-02,Harbor Point,north,6-May-26,62,"INR 7,774",123.06,37.70018477,718,yes
ST-05,Eastgate Center,North,"April 29, 2026",54,1858.7,32.19,23.05556561,609,0
ST-09,Coral Bay Outlet,south,03/22/2026,42,7714.3,181.79,26.73921591,668,N
ST-06,CEDAR CROSSING,north,"March 28, 2026",55,3646.82,62.24,-15,684,N
ST-11,Willow Creek,South,27/03/2026,66,12651.57,206.98,33.22329013,766,0
ST-09,Coral Bay Outlet,South,20260406,51,"$14,917.47",285.29,25.14244684,556,N
ST-12,Bayfront Commons,South,20260508,52,4265.69,77.92,19.97083317,401,0
ST-05,eastgate center,NORTH,"May 27, 2026",76,4396.57,54.22,39.70607178,454,0
ST-13,HIGHLAND COURT,West,18/04/2026,41,"$2,559.48",67.39,4.417020437,595,N
ST-02,harbor point,North,28/05/2026,66,3730.33,57.56,10.28601896,389,N
ST-05,Eastgate Center,North,2026-03-31,33,4875.53,145.49,9.872515625,462,yes
ST-07,Sunset Boulevard,south,20260408,62,8229.94,132.56,19.38917019,641,1
ST-16,Redwood Station,West,"April 15, 2026",62,,81.86,16.42818465,371,0
ST-09,Coral Bay Outlet,South,03/24/2026,57,9848.74,158.72,20.60942726,641,N
ST-15,pinecrest mall,west,20260521,68,"$3,434.72",53.29,26.55148488,697,N
ST-11,Willow Creek,South,2026-05-28,40,4711.58,117.57,11.97653703,734,N
ST-12,BAYFRONT COMMONS,SOUTH,12-Mar-26,53,"$4,599.22",78.22,27.94551755,535,Y
ST-09,Coral Bay Outlet,South,17-Mar-26,51,3738.85,73.54,28.37657018,585,1
ST-13,Highland Court,West,07/04/2026,68,4432.33,67.85,27.00526824,724,no
ST-14,Golden Valley,West,05/03/2026,74,7031.01,103.92,12.36599111,714,0
ST-11,Willow Creek,South,20260503,51,9608.74,173.63,23.92220701,798,yes
ST-11,Willow Creek,South,2026-03-24,72,"$8,959.70",126.07,9.273387073,580,0
ST-12,Bayfront Commons,South,16/03/2026,49,"$8,200.53",155.93,31.83624592,498,N
ST-04,Silverline Mall,North,25-Mar-26,64,"$5,988.56",100.04,4.362172259,875,N
ST-07,Sunset Boulevard,South,28-May-26,53,11076.47,218.41,6.860269522,760,N
ST-18,Ashbrook Plaza,West,"March 13, 2026",46,1780.11,35.7,26.46225851,412,Y
ST-01,Riverside Plaza,North,05/28/2026,65,6180.24,89.92,28.87627118,469,N
ST-01,Riverside Plaza,North,"April 11, 2026",68,"$4,164.25",60.26,38.36837091,587,N
ST-18,Ashbrook Plaza,West,2026-04-09,50,"$2,332.19",44.8,17.7508394,547,yes
ST-02,Harbor Point,North,11-Apr-26,52,8447.75,171.71,38.70372104,726,no
ST-08,Palm Terrace,SOUTH,"April 19, 2026",46,3210.75,67.28,38.33628057,575,N
ST-08,Palm Terrace,South,2026-04-09,47,2523.9,56.92,18.00484787,560,N
ST-09,Coral Bay Outlet,south,2026-04-17,68,7240.41,101.02,34.41201614,400,N
